Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,89.52054151,75.80583793,70.90941167,74.31364345,85.49855516,98.48677775,104.3245662,96.58953194,91.47271831,100.1299033,113.1629916,118.6545778,131.8835612,157.0903743,160.1400937,178.3418196,165.4055404,185.4228329,156.3963885,183.9831522,194.8047222,197.0714745,203.3349195,225.4319289,250.713969,294.4588485,281.9281209,251.811957,283.5376952,310.8819124,317.884673,333.1421454,366.4606923,377.3898395,473.4922787,609.6566792,709.4137551,781.7441643,828.5804793,873.2870617,959.3724836,1053.108243,1148.50829,1288.643252,1508.668098,1753.417829,2099.229435,2693.970063,3468.304602,3832.236432,4550.453108,5618.132267,6316.918318,7050.646271,7678.599486,8066.942635,8147.937705,8879.438667,9976.677137,10216.63033,10500.39562
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,155.8996328,170.2430505,171.1286396,194.2125298,226.2270418,217.6024415,233.6149055,238.3104877,271.8533455,277.9721279,285.2730343,297.2803606,331.6700101,429.4129337,501.5526782,607.2350017,694.3832471,891.6346023,1074.862008,1189.568397,1266.623877,1004.634373,863.3334326,747.7561819,717.8976675,703.5195152,888.5285805,942.9310075,924.3272452,848.2895443,905.3220195,848.7531159,870.4807017,832.2830587,605.2633669,774.6713757,827.7621185,774.7270681,809.0130515,771.968406,652.9278678,664.708695,719.9129843,871.6665008,922.8552737,931.2000763,949.9758279,1062.556918,1240.614893,1215.166785,1213.113,1208.583199,1243.273487,1415.871694,1561.464413,1972.545683,2013.381448,2111.026557,2314.050958,2276.332394,2325.723705
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,118.6431452,123.5148081,128.5946372,130.1752742,137.6297641,141.002515,144.0153653,154.6778907,168.7021488,173.1217176,176.5737092,184.9034758,218.1760536,269.592296,297.686036,383.4405469,378.1236216,430.3813993,574.1663895,707.5442896,774.1852434,743.7601604,721.2163069,726.5059552,749.3390662,848.4732795,1140.597182,1216.064467,1104.793753,963.8326781,1045.364362,975.4719489,965.7807389,1129.049359,626.7511965,736.7925625,738.2003956,700.1622721,735.6282009,708.445077,651.6102592,651.6705781,711.2293537,867.9035455,1011.756406,1012.28263,1063.081628,1195.649211,1377.298635,1319.99742,1286.515888,1405.094123,1354.54555,1465.63871,1542.620606,1327.502561,1364.32954,1425.106368,1534.492241,1507.449798,1499.372843
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,324.9018834,200.1039391,262.124092,227.5709442,283.7934607,263.6220849,269.5394452,268.2924969,220.3680073,275.8216169,145.0956035,135.8235936,134.9951648,138.9790482,138.5891003,102.5979732,405.2162186,153.5910441,175.009951,173.7961252,194.0400026,218.3862267,255.4330432,286.3304725,327.5637218,298.6196916,334.0215777,387.082477,424.6003738,457.9637475,486.7870951,497.3170391,471.3188225,467.0742317,557.0644117,580.7168605,556.8131853
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,129.3703364,145.4059788,155.7385272,157.0558661,165.0091659,171.6461416,185.8922552,194.6603356,200.3950179,205.5340294,207.2213002,235.8372808,291.9774924,374.1277029,392.3210842,499.2019558,476.8504788,469.6879304,523.9123291,694.1768268,959.4274975,1088.976699,1146.305648,1080.816288,1098.441641,1051.873692,875.4516702,1058.229422,991.5187054,1042.052007,1187.549772,1124.897863,1178.027111,1048.612991,672.1631948,781.5250117,912.0123512,810.0766444,660.4714774,774.7119448,1032.137542,869.1005017,916.5880378,1028.415222,1326.596688,1834.880014,2153.491743,2262.85441,2892.416962,2336.160957,3073.557784,3557.55617,3923.093509,3883.746848,3776.485568,2447.539308,2039.453223,2173.680253,2601.410483,2359.177309,1972.545246
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,251.0415229,274.0522642,289.9179458,274.3149575,328.6550321,307.64686,281.5660485,293.6442641,292.2574962,307.9952102,335.1182036,355.4075174,385.1125208,448.0338172,525.5257298,544.2909066,623.4289691,773.7458155,904.0106935,1061.848345,1241.639587,1323.376573,1386.672969,1348.804623,1304.177177,1165.042414,1142.939363,1165.982397,1232.226154,1218.21101,1445.32863,1456.694357,1697.112936,1893.542212,2284.838813,2539.912877,2620.538762,2827.379527,2566.024194,2209.93165,2520.481089,2439.682456,2396.627127,2281.401762,2782.623185,3414.465158,3741.092837,4714.073055,5472.53653,5193.241458,6336.709474,7335.166934,8050.255372,8218.347844,8114.343921,6175.87603,5870.777957,6376.706716,6729.583332,6424.979492,5332.773524
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,689.3984895,618.1972869,562.8150253,570.1541215,534.6491149,553.6324027,763.3253505,896.1331714,918.8997605,854.4652011,1043.790659,1000.556291,1047.965144,1008.038469,690.4672501,838.171684,810.5475521,726.0523149,718.1212694,723.1782555,647.4258118,680.9055728,747.9888625,937.7108963,1061.075548,1069.029426,1114.945281,1240.092528,1393.216032,1344.730406,1316.491225,1447.94527,1403.360421,1505.33722,1513.83039,1242.585682,1273.05092,1323.814958,1415.955164,1370.140123,1402.595489
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,501.1374945,483.1269255,477.9392565,461.2399971,431.2375548,441.9066289,602.1584963,732.5632731,811.3983382,807.5623924,908.0881284,923.7442808,1003.929541,1339.729577,1080.156565,1261.103098,1269.120577,1213.632864,1265.19785,1408.986203,1259.353067,1292.226512,1401.891073,1809.11003,2024.266381,2099.148417,2361.380101,3186.779935,3721.219993,3517.430156,3378.323433,3740.374103,3447.4831,3616.03557,3588.625584,3043.031382,3130.998753,3292.633503,3617.347445,3603.775241,3064.272388
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,381.3636818,355.0027488,334.3092487,344.3546568,352.3368849,372.2805781,393.4806843,412.2351064,442.7796087,474.7953039,533.0915649,568.0964468,636.9050523,767.3271288,816.0368625,936.3368228,1122.807632,1393.000516,1555.540411,1734.61797,2021.548779,1068.502425,1032.997004,1213.55646,1373.939261,1432.081248,1572.455025,1571.29231,1558.505869,1727.870961,1831.000151,2247.373379,2605.805225,2841.64278,3031.888771,3265.693381,3215.105688,3391.977736,3597.43451,3668.80207,3789.053888,3960.307703,4042.705686,4147.824369,4404.711884,4676.379366,5227.465952,6103.741917,6901.388306,6801.036735,8227.127494,9229.834517,10075.00462,10744.09102,10847.16967,11642.77805,12011.22275,12225.57449,12468.57529,12669.70608,12076.81451
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,448.247966,476.5166969,494.7363719,516.739524,547.9505273,580.944136,621.4347271,658.3508984,645.9283073,695.0389817,755.1445594,811.131747,925.5275345,1000.862363,1285.493303,1485.161329,1511.874938,1736.749154,1759.82502,1999.188487,2461.655884,2683.655224,2940.212791,2942.719169,2778.893347,2722.828275,2466.299099,2633.116445,2775.622222,2827.688623,2997.319563,2951.059638,2875.189721,3084.660828,3214.051808,3514.100743,3803.623289,4421.507074,4690.203952,4938.52388,5253.442085,5374.083245,5600.442574,5945.877889,6459.565377,7255.144088,8201.290506,9054.851428,10225.38043,8578.716747,9253.214027,9920.910166,10187.30151,10306.88816,10377.11289,10116.51995,9560.194679,9810.470068,10250.43407,10355.40768,9192.767801
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,653.4269532,779.7237894,901.3671044,1088.126973,1223.691349,1379.081841,1443.302433,1472.729582,1835.111536,2000.280189,2021.724635,2035.607231,2107.932429,2224.653486,2396.353662,2269.825219,2378.910723,2451.132999,2640.918422,2572.691695,2703.168294,2278.210387,2057.103595,2073.093712,2624.757035,2794.738808,2286.929054,2308.146615,2331.462691,2558.904101,2747.100303,2837.73573,2999.241763,3197.133185,3395.710843,3786.66345,4683.569067,5208.718388,5411.269492,5529.669375,5730.354264,6139.718783,6497.314764,6837.71168,7133.337679,7694.014637,8060.796598,8541.213686,8824.194008,9099.673146,
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20146.38641,20587.39736,20462.71795,20258.00969,19951.3279,19555.36585,19457.53152,19630.89349,19701.27038,
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82801.54266,85433.03094,85188.33704,77400.42144,73351.75677,72329.66133,72777.14849,73514.66868,74990.43322,76284.19393,78471.62873,81513.16302,86059.73922,91392.64259,
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,976.3342448,1157.411648,1476.271543,1929.403607,2559.259675,4232.022939,4033.240478,4122.784499,4091.048498,4258.743589,4488.287003,5642.631476,6690.577975,7645.629767,8038.914242,9641.575273,9696.099593,11310.07192,10526.14177,11617.69278,15261.41056,15139.22613,14234.24438,15092.82625,15287.91913,14388.34806,14821.44682,16093.21461,20252.23898,23792.62136,24959.25917,26729.3234,31244.92622,35397.36368,32109.24251,31023.63833,32396.38574,28912.15694,27729.1927,27163.33297,23408.33668,24605.92083,26444.07438,29089.47133,28288.46158,26623.80089
Czech Republic,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3956.200967,4630.537811,5823.974997,6532.905243,6034.523339,6489.71032,6337.409954,6028.582612,6637.106512,8060.888811,9818.568493,11749.87552,13430.66055,15261.80885,18466.57826,22804.6222,19861.69743,19960.06849,21871.26608,19870.80121,20133.16914,19890.91991,17829.69832,18575.23203,20636.19995,23419.73561,23490.39846,22762.19714
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,1411.740844,1632.11034,1947.980802,2580.405168,2883.22427,3188.530834,3392.261626,3928.187275,4848.121481,5767.659496,6206.497464,5219.727429,5068.827387,5043.71303,4761.725433,4821.178088,6883.161724,8527.152261,9167.674072,9083.253515,11403.67787,11942.4886,13518.34724,13049.0576,13843.69077,16185.57432,15587.60526,13786.36477,13952.61623,26734.94254,23694.76048,23628.32721,25197.2656,30310.3576,34106.65812,34520.23965,36353.88033,41640.08087,45612.71062,41650.36783,41572.45595,46705.8958,43855.85447,46298.92292,48023.86998,41103.25644,42136.12079,44552.81937,47810.50767,46467.5162,45723.6441
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,801.1821394,,761.4594417,748.2037355,725.754116,766.1474429,762.0125774,777.2673846,753.5092242,790.034804,789.5555265,767.5062771,760.6407761,755.7594723,765.8583232,768.1835703,780.9039613,791.3841807,818.8687857,863.2360874,904.7366795,967.6795838,1052.719117,1223.852363,1267.317394,1343.275125,1451.548081,1559.240651,2312.720948,2464.297678,2658.964207,2802.181971,2914.374595,3141.879389,3414.935393,3425.50345
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,624.6061219,769.1197571,733.9615647,966.6301991,1090.200907,1193.510061,1324.649475,1478.171746,1632.247367,1863.506067,2113.927152,2402.771781,2617.816846,2860.322479,3122.653182,3317.824671,3466.998869,3721.272367,3860.800538,4120.581185,4292.11368,4593.863345,4751.092101,4787.801441,4883.003024,4770.851894,4897.308367,5216.872434,5160.889141,5518.4232,5951.863413,6468.944767,6903.145806,6967.364955,7065.460372,6849.455933,7016.380071,7317.486143,7597.288894,8080.968623,7274.517731,7693.771453,8001.997095,6526.793215
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,2487.136181,2700.74629,2776.13539,3151.133161,3464.455153,3845.486428,4654.304518,6119.370223,6770.750028,7999.182272,8787.553381,9783.865605,11825.965,13752.10787,13883.7845,12081.85759,11804.37386,11857.90294,11562.92838,12253.10985,17201.10653,21340.67587,22526.96306,21901.12965,26891.62751,27011.55341,29569.49706,27597.80852,29995.80756,35351.5758,35650.88828,32836.14295,33368.00962,33440.60306,30743.3797,30751.58969,33228.63392,40458.94117,46511.93475,48799.74423,52027.18907,58487.04601,64321.67448,58163.63853,58041.39844,61753.64713,58507.50805,61191.1937,62548.98473,53254.85637,54663.99837,57610.09818,61598.5367,60213.09215,60908.83513
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,204.1148714,192.0276125,234.0516294,258.5957819,272.9748001,229.0235001,245.9875454,250.9762072,254.0517978,281.3776046,330.1315059,360.1528526,417.9192609,480.0530663,583.4844213,699.6030037,748.9906207,848.2854171,854.647162,969.4980483,1164.952225,1273.826441,1362.510669,1487.275828,1831.086459,780.3858658,928.0322488,865.8317545,783.0354013,955.5173748,991.6148411,1351.2985,1566.529623,1733.399536,1905.943496,2127.748089,2293.754381,2476.060403,2638.31327,2653.225124,2869.178139,2977.43451,3110.325447,2418.350422,2487.329061,3932.784407,4109.033591,4707.795052,5087.983213,5039.403122,5555.392014,5913.426649,6110.366576,6238.132367,6608.825501,6921.520594,7280.88361,7609.353275,8050.644076,8282.117131,7268.19691
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,246.3037513,214.7719801,172.242509,226.8954501,238.0437104,249.8835856,235.5981301,253.9237655,281.9257863,302.7522637,336.2246929,341.3889185,442.6776235,554.292909,818.0082289,936.7900822,1037.60716,1192.744227,1456.419396,1782.69932,2203.055461,2237.086776,2210.302036,2312.655619,2467.346082,2582.879013,2756.954981,2807.503603,2417.376189,2215.963873,2408.822985,1731.62137,1776.028278,1807.297451,1507.886663,1452.278434,1603.940302,1619.797749,1596.003926,1588.348908,1765.026718,1740.607066,1781.827726,2103.381692,2610.185422,3113.095706,3478.710412,3950.51426,4923.630278,3883.27129,4480.787439,5455.67903,5592.220115,5499.587331,5493.056663,4177.886892,3946.452425,4109.703442,4153.956234,3975.508993,3310.386534
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,88.24660183,75.49119747,71.19898892,75.17282039,85.063538,96.84420373,103.1197714,97.34587985,95.69914659,104.572933,113.4295792,118.7155625,131.359062,161.5381786,178.3200347,196.6239652,196.1043693,223.015671,212.5337853,242.3436126,275.4185047,289.3689979,298.5788339,308.0820874,329.1569415,355.0006523,348.1069167,337.8396061,368.2227105,391.3772591,412.8500175,441.3365391,487.7077811,528.3794417,627.4449015,764.7764167,867.792116,888.2416409,804.9426796,876.1748215,954.3056637,1007.164031,1106.73807,1240.835131,1427.146584,1640.227547,1961.19555,2463.859868,3091.090388,3330.632704,4006.561591,4855.674023,5375.530594,5890.471604,6303.515561,6519.038901,6609.484366,7172.701944,7968.089975,8194.265112,8291.745976
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,140.6738168,154.3159534,167.8093552,177.0297307,169.6880333,179.7695647,189.7436176,205.296054,213.3222906,226.2201299,250.6354063,315.4233821,431.2700006,455.5655631,489.2071248,533.6073217,578.6951847,686.2539309,833.3054193,906.9882519,840.890585,825.3833903,799.1724349,800.7700653,783.7568352,764.7148748,792.4930741,787.6838397,902.9045847,932.8610016,1002.674171,1079.855225,1106.556817,1108.516799,1183.844368,1241.778838,1204.313026,1251.334651,1337.308429,1301.164105,1242.959064,1358.84438,1554.229268,1782.619226,2006.411694,2343.858705,2599.72606,2466.246171,2949.396479,3255.825907,3365.31928,3378.604105,3447.097437,3301.137579,3333.147041,3554.53187,3526.975044,3581.13274,3254.969411
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,145.3505333,143.6237452,148.7393294,162.0325586,181.8997519,197.8773718,215.556332,227.9384685,244.9846033,275.0088943,316.3697201,341.9358755,414.4881622,534.18493,602.2302298,647.1663767,699.5716322,821.1475278,1020.849566,1091.784093,1162.681615,1262.64031,1217.389009,1275.312919,1345.92675,1399.273126,1800.606317,2080.529708,2463.361958,2525.828599,2598.977196,2893.144312,3119.832871,3446.161406,3807.295909,4275.836321,4072.75874,3853.823328,3417.677857,3779.44121,4050.27388,3735.185957,3766.217833,4108.032461,4573.865829,4846.632445,5106.198593,5677.073207,6492.524426,6654.692458,7700.046115,8860.398795,9418.016561,9465.438632,9698.348131,9592.798601,9857.240899,10468.33937,11317.39652,11499.63467,
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2348.702356,2260.904607,2388.506692,2305.452008,2120.983433,2095.283922,1813.30869,1944.39376,1962.247374,2038.829541,1910.59812,1605.216665,1786.832638,1777.380433,2036.340577,2567.129582,3398.188562,4301.295541,5269.813793,6811.456166,8410.154001,6585.407769,7815.679282,9601.425309,10121.83497,10689.03919,9916.756704,7546.232996,7177.772237,8018.714138,8206.596661,8337.857422,7656.593919
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,1355.253026,1446.181697,1499.624712,1644.681407,747.8558605,836.3485523,981.7611605,1206.610839,1334.637565,1548.803389,1595.317403,1792.132447,2168.748503,2660.484803,3016.13209,2736.059301,2607.621062,2505.256287,2387.789815,2472.888945,3242.136472,3971.828161,4443.716424,4415.848916,5205.694915,5331.750812,5568.977105,5199.856817,5383.205254,6242.476314,6354.671829,6245.577819,6373.226886,12245.6173,11532.429,11782.58942,12881.78622,15612.34283,18133.85877,19226.18743,20754.44779,24158.21902,26454.82936,23183.93287,23615.32582,26137.80304,25076.28792,26083.70309,26315.97783,22588.11738,22413.80129,23651.4562,25229.23015,24791.44358,23780.38318
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,455.4623888,375.2213046,315.688704,368.6295837,440.5602342,455.1978183,449.920207,459.2787988,450.9995515,527.900353,471.6307972,440.8571574,495.5359182,588.3370651,970.012722,1105.420555,1264.911641,1493.333583,1572.400531,1821.04718,2238.217084,2660.612801,2369.950657,1988.787323,1912.431271,1891.562479,1648.01456,1464.492936,1337.889895,1390.213114,1489.529946,1622.208088,1688.504752,1727.755003,2026.113077,2132.906783,2155.51815,2356.369857,2293.889735,1578.934298,1445.279324,1894.616196,2172.101877,2425.851842,2691.277685,3002.138604,3328.884156,3567.837186,4249.01897,4231.619235,4633.591284,5200.555108,5682.046108,6056.331213,6377.093929,6124.490887,6060.092962,6213.503127,6295.934662,6222.524653,5600.389615
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,162.6084723,168.9632404,174.8626098,180.4108537,193.5860493,233.0137095,243.8068223,257.5886508,273.698607,244.7472149,301.7494289,337.7743689,357.0779478,358.847797,426.3465239,500.3550452,498.5591159,607.2815228,662.6872884,708.1957476,792.824042,815.2486949,778.1168872,655.0678055,725.6298025,765.6420055,651.0775476,713.4525483,777.8577351,849.4524991,965.1108694,1063.333044,1208.71992,1281.396914,1343.551963,1450.476242,1378.203383,1191.103239,1102.468199,1062.158092,1186.393313,1397.43669,1667.317998,2044.527804,2331.26884,2645.968759,2791.810766,3229.68563,3262.657586,3379.557986,3562.932658,3519.87324,2444.290387,2537.125185,3019.092283,3547.870848
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,2653.615733,2888.842595,3179.916116,3535.262487,3896.677222,4221.170245,4567.553676,4927.890774,5255.26362,5827.020429,541.4378085,619.6284431,741.729028,971.3169328,1074.69355,1209.940704,1268.602424,1449.029239,1780.217748,2121.872059,2316.590541,1974.738955,1911.831681,1878.311734,1773.230187,1804.013814,2546.566668,3130.984961,3387.246104,3387.298028,4245.572425,4397.920712,4944.292549,4740.442777,5036.815213,5895.772643,5761.322402,5194.190179,5301.246492,21813.40307,19837.58674,20475.11299,22230.04386,27196.12095,30991.4134,31913.92941,33736.46278,38613.79634,42213.86429,38472.34253,37494.16841,40597.00168,37531.86751,39052.10285,39805.34518,34380.8884,35161.55815,37136.94801,40017.03878,39042.50497,37712.12083
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.3320034,208.9994799,239.6680867,262.2305348,315.7506824,312.724395,337.8865923,307.9099092,308.1341868,316.8239534,293.9556724,334.5855715,407.769077,388.5959475,415.0360305,439.8321034,450.6323989,595.1099872,501.355317,642.5082588,,,,,,,,,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,396.3922533,450.0532892,520.2061314,609.4873841,675.2416391,774.7616093,889.659872,968.3067818,950.5457406,1077.6787,7.285858844,8.186483681,10.2707052,13.50999085,16.52724434,19.29025251,19.70932944,21.80035769,26.18369537,34.67716313,37.31108446,32.2833738,31.0120286,26.91535585,26.98557058,28.2459001,39.14658559,49.51975976,58.31695141,64.2031789,82.96421639,89.01830782,96.83452437,80.17965309,80.62714577,92.98886718,96.82372216,88.53753344,92.52356164,15720.6405,14749.68742,15369.00116,17106.68658,21510.83625,24907.00085,26429.15094,28389.07858,32591.35031,35510.72223,32169.50285,30532.48051,31677.90031,28322.80925,29067.80946,29500.78943,25742.36883,26523.34822,28170.16786,30389.36099,29564.7449,27057.16352
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.4576518,17647.13777,17533.41842,19179.55144,20394.22959,17529.27834,18449.7772,20458.46073,23170.70738,23717.79945,23312.27633
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,203.5570003,208.3423913,224.6274002,205.6237929,233.2186961,234.6821764,242.9615459,243.7358577,248.0227457,254.2432622,271.3943735,204.0501815,165.693228,125.5495813,134.3429602,145.1669013,141.5086199,125.0761411,119.6840763,124.4607909,120.7657837,111.9272251,119.490396,136.46625,162.4327286,194.6874329,244.2860523,326.4368228,380.5690032,341.5541227,354.4795719,467.0778718,499.5315302,566.9264029,640.5419231,717.1248698,768.5230154,771.5248663,855.7608852,936.3404611
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,2276.109313,2454.899411,2611.031971,2890.74382,636.5695136,719.5650146,858.5204835,1108.388469,1225.408507,1409.679714,1489.09849,1670.608557,2011.064453,2385.681797,2606.497517,2256.785014,2150.901045,2085.74205,2007.66327,2054.507429,2853.720312,3512.100875,3789.499372,3812.19391,4680.845075,4834.905501,5334.436735,4978.560868,5340.42786,6311.617127,6330.166624,5797.751763,5974.930941,18174.53422,16661.37729,17213.77174,18769.88159,22964.66735,26291.69132,27313.86926,29045.56574,33511.65864,36943.34744,33399.75362,32883.10835,35707.57036,33107.28673,34523.30253,35201.72831,30477.33849,31182.78803,33078.45485,35718.59871,34960.01562,33927.7189
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,140.7289328,146.0201325,155.5333277,162.576606,156.2871182,161.6623318,166.7164127,164.3883921,167.2360994,179.6841942,220.2228911,215.3183539,241.9263937,287.597545,426.2880415,469.6275607,548.293353,577.7269512,612.0942143,766.0747439,945.7313245,1317.510464,1224.516363,1010.085231,892.7915323,885.6768343,817.0352939,796.7381892,821.4647143,733.6206078,1126.132567,619.8529755,606.1790822,548.7390432,513.2472049,605.5386588,603.7040459,677.0968823,666.9223611,735.9116775,847.7252099,798.6463655,750.2666794,749.2649542,926.5694862,1131.379394,1373.769701,1639.905536,2050.297061,1897.586572,2223.160343,2181.312063,2450.641224,2517.43056,2672.323627,2316.152305,2057.049272,2043.62087,2140.801163,2221.613069,1935.091817
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1179.353011,1327.427224,1411.702398,1522.319242,1707.503938,1882.086858,2010.213456,2034.18905,1907.077272,2178.03525,414.700938,456.8507932,534.4698398,701.9056095,890.9948148,1052.094637,1133.450498,1188.93958,1283.101089,1569.455898,1887.866248,1837.827352,1839.578644,1765.510258,1822.108493,1917.003119,2514.491015,3123.508492,3708.161757,4031.83797,4770.832848,4285.920001,3753.857491,2961.470991,3414.315772,4418.441886,4336.579301,4152.700391,4374.409325,26186.19001,24345.91482,24967.79252,26997.75299,32927.68029,37772.17811,39054.85044,41222.602,48476.39273,53772.79424,47481.48454,46505.30318,51148.93164,47708.06128,49892.22336,50327.24029,42801.90812,43814.02651,46412.13648,50037.72898,48711.56421,49041.34226
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,285.4742861,287.2670559,291.4733335,296.7083165,310.8122766,317.0203251,316.1298103,333.2682051,334.612576,357.4243836,422.3875438,466.0253483,583.3187661,768.6885143,987.92375,1186.676079,1182.094134,1202.631355,1360.785401,1640.556911,1892.876822,1898.010864,1786.857167,1638.383941,1681.705084,1603.219354,1795.370458,1631.958103,1535.399195,1632.187846,1835.123058,1881.761794,2058.379603,2167.095454,2384.726456,2540.980879,2713.827761,2636.67216,2066.068854,2401.686422,2069.317455,2030.246351,2248.714191,2818.91392,3311.159895,3627.632856,3715.932657,4040.152119,4167.694935,3362.820495,3652.535933,4371.447385,4591.577015,4840.72727,5605.609148,5390.714207,5651.272721,6101.02389,6317.437799,6175.874841,4881.526069
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1334.689512,1428.046001,1578.284538,1744.640123,1909.54162,2038.163102,2186.474592,2343.104503,2536.085114,2752.095114,435.5693624,483.1397913,587.5958529,757.6110556,812.2612479,1020.01761,1046.847942,1148.343451,1412.369636,1704.372296,1938.18589,1692.942062,1600.230173,1523.541754,1436.058767,1488.421924,2064.24443,2485.219994,2695.209369,2697.351587,3322.341457,3304.207357,3630.210492,3412.007817,3582.005308,4099.136196,4096.813416,3693.687748,3807.40779,24681.53701,22419.69482,22452.98238,24292.58023,29633.67898,33803.3096,34773.15015,36474.15959,41561.20051,45519.29688,41740.24303,40677.98514,43848.10605,40872.36246,42605.04438,43068.54872,36652.92231,37062.53357,38781.04949,41546.70304,40380.09877,38625.06738
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24035.28964,24129.41289,22651.86198,24418.70328,26731.65857,31493.31915,35467.17547,36198.54377,41521.67506,47885.69888,50863.95379,47441.91598,48541.40119,52092.60338,49459.71723,54843.31929,59433.83457,52400.29728,56854.10265,59993.09063,62918.14619,64225.2649,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,1320.848319,,,1276.506189,1296.882814,1355.670551,1437.349833,1528.493105,1682.543861,1756.652792,1909.510014,1909.836839,2060.494723,2017.659333,1904.863883,2022.74458,2042.707086,2171.889577,2248.492115,2265.944108,2295.868178,2253.113745,2358.1467,2406.114412,2458.658394,2541.261625,2721.97609,2885.305492,3009.256825,3131.386715,2994.792394,2971.512602,2906.617012,3014.700358,3289.642117,3568.291016,3585.423202,
